	11-1163-Wt-P8	12-1163-Wt-P9	16-1164-IgAKO-P8	17-1164-IgAKO-P9	2-1161-Wt-P9	21-1165-Wt-P8	22-1165-Wt-P9	26-1166-IgAKO-P8	27-1166-IgAKO-P9	41-1169-Wt-P8	42-1169-Wt-P9	46-1170-IgAKO-P8	47-1170-IgAKO-P9	6-1162-IgAKO-P8	7-1162-IgAKO-P9
Rn45s	-0.646343331401	-0.483020085025	0.991149280477	0.419217736127	-1.16869199434	-0.333547441728	-1.00154554638	-0.504132937983	-0.995553408255	1.31416834278	1.32710533171	1.74760368857	1.1050946779	-0.628232382642	-1.1432719298
Cd74	-1.10372475102	0.422473254263	-1.38437608342	1.1256212231	1.08139566535	-0.507381039261	1.07733873925	-1.14172612204	0.753808378266	-0.832409614054	1.09978114082	-1.1250183026	1.02879277686	-1.14498018712	0.650404921609
Cr2	0.956575199429	-0.826924804467	1.09345238993	-0.960145587216	-0.708253529157	1.14336621689	-0.852417742059	1.25488671472	-0.813289077716	0.953489861601	-0.988178711138	0.879086122083	-1.2211070422	1.13063974413	-1.04117975482
Psap	1.05689362338	-0.753050049879	1.05615093014	-0.805305562627	-0.866447261071	1.18667790587	-0.805142205926	1.12927991775	-0.874867486247	0.949512520176	-1.07353517943	0.939457004643	-1.2911492043	1.09774262743	-0.946217579912
Eef2	1.2026056982	-0.632791169557	1.5945691356	-0.292270681227	-1.04340379052	1.02503442401	-0.864581401438	1.2733671732	-0.42668753608	0.176478384186	-1.35749765557	0.822456691158	-0.926657861216	0.791029171289	-1.34165058204
H2-Aa	-0.921890544722	0.610283322711	-0.947842021789	1.14719876482	1.44735574099	-1.06681349087	0.670883994765	-1.08917120468	0.564606406162	-0.952542110319	1.14043386189	-0.566179601798	1.35830072538	-1.41465402241	0.020030179865
H2-Ab1	-1.18620048808	-0.0224867241298	-1.59662411093	0.673085981939	0.75410205896	-0.853426481059	0.660685161054	-1.06355672816	0.281396640312	0.380879966479	1.62257735537	0.160825283763	1.68986838705	-1.4064152958	-0.0947110067651
Eef1a1	0.808906823382	-1.19070906274	1.17103105962	-0.425834437426	-1.02292693799	0.173292718192	-1.12795594368	0.859097199848	-0.805921845597	1.09325086179	-0.415258897295	1.94690352706	0.0612684855094	0.397683887581	-1.52282743826
Junb	-0.969136033898	0.156371561166	-0.514638791804	1.07636892501	-0.151078841256	-0.0648248674137	1.44164832202	-0.983350029942	-0.0792616516597	-1.19374611796	-0.571051573879	-1.08690820774	-0.391096190252	0.993780751719	2.33692274588
Jund	-0.951747850597	0.56981695545	-0.781495011576	1.00264652631	0.448505999219	-0.416821401082	1.51984358335	-1.20779049281	0.674155490698	-1.52737534346	0.299949363785	-1.55055166341	0.291351840855	0.00364924988265	1.62586275338
Rps3	1.13444662734	-1.00283668897	0.954286404733	-0.705734016198	-0.945319707745	0.35235506893	-1.11209197886	0.901336100652	-0.988630682594	1.11909944059	-0.431951582479	1.81549450684	-0.137540013078	0.535069740002	-1.48798321916
Rplp0	1.09413119388	-1.05590658118	1.048275298	-0.714724409966	-1.11940630053	0.694835134933	-1.00230453882	1.09415547215	-0.834576147102	1.02930624398	-0.722961348904	1.5069267121	-0.562070743697	0.814113380221	-1.26979336507
Dtx1	0.87849505225	-0.926240430767	1.04152333184	-0.939637795861	-1.11060169073	1.22945588065	-0.676631246988	1.20996318279	-0.750329689941	0.959054681039	-1.06465137044	0.934050914376	-1.05148123507	1.15962847163	-0.892598054774
Actb	-0.440733888612	0.319658163676	-0.362736720014	0.176746838367	0.154209834095	-1.0428931607	-0.2812244242	-0.136576286813	1.02946786587	-0.0520855992666	1.79864123419	0.0288528167338	1.95938729856	-1.23590873842	-1.91480523347
Gnb2l1	1.21015763701	-1.19129951489	1.12081599505	-0.446816299528	-0.790577568519	0.333671128806	-1.15140252162	0.879062557558	-0.994081716131	0.919537637434	-0.380625251886	1.75959932648	-0.238606434516	0.525476745753	-1.55491172101
Fcer2a	-0.795033277285	0.869534776014	-1.19892349205	0.761935003411	0.988107412813	-1.4019389876	0.890530959615	-1.26243787012	0.85819819927	-0.68140941696	1.07811891183	-0.911966448843	1.03094794003	-1.10835259248	0.882688882359
H2-Eb1	-0.887258776561	0.531827971453	-1.16358808016	1.21135220917	1.09497148703	-0.797102029517	0.871935872249	-0.839598686989	0.81311576189	-0.77927960873	0.994514408489	-0.611036954264	1.47296267043	-1.72425449809	-0.18856174641
Ms4a1	0.707003334066	-0.677410005272	0.840439908046	-0.816090304287	-0.744473835772	0.776675993221	-0.803921117761	1.20208051544	-0.916584161515	1.27623505043	-0.551084473602	1.48690788476	-0.315423603183	0.545518388796	-2.00987357337
Plac8	1.14457694861	-0.689350300406	1.05430473087	-0.737907277079	-0.910573203054	0.999501237549	-1.00070049564	0.995313283687	-0.950337474118	1.11834848886	-0.830044510263	1.18506386321	-1.02645144778	0.914040577346	-1.2657844218
Rpl4	0.719871166979	-1.45069339423	0.982200583741	-0.614779396151	-1.21969686857	0.256030008383	-1.19076672722	0.747230373348	-0.870387555964	1.13796474879	-0.269116386068	1.98623855418	0.23017887398	0.578904378717	-1.02317835992
Fcmr	-0.87402154056	0.986434781699	-0.984996452858	0.813815376827	1.27296528228	-0.921234590634	0.995489051169	-1.2355332979	0.937770074102	-0.968425619201	0.927313204662	-1.468890423	0.718284268676	-0.897397313509	0.698427198246
Msn	-1.04931415037	0.99259110568	-0.702578731143	0.889899186732	1.36007521586	-0.710657681763	1.17292490933	-0.894174823143	0.995032179109	-1.38971812803	0.38384030602	-1.60707014602	0.28717695921	-0.67861608901	0.950589887531
Rps9	1.05195229173	-1.04868122851	1.12627327904	-0.501956269914	-0.985717133835	0.673523164502	-1.02525996536	0.849717010714	-1.04787964519	0.986122076525	-0.628919303544	1.72542308073	-0.334118093296	0.620628599534	-1.46110786313
Coro1a	-0.595479565568	0.924712112836	-1.01892289899	0.971562939124	1.03279966174	-1.08752045586	1.12259211752	-1.21558275167	0.693479703726	-0.98776407597	1.20483000173	-0.777894478289	1.17472794393	-1.38733249805	-0.0542077562022
Rpl13a	0.575804695424	-1.32780733599	0.721874260619	-0.533550933631	-1.04053220338	0.142152691506	-0.921324370452	0.332015686125	-1.00797175205	1.34478891962	0.126844135657	2.15257150054	0.728319718411	0.126996136935	-1.42018114934
Rps5	1.05544655866	-1.16468828635	1.14394268757	-0.523870321416	-0.830247392083	0.573985363871	-1.05318068848	0.85107830743	-0.96388588396	0.960428385562	-0.48535417958	1.68947662836	-0.152767066366	0.573218581517	-1.67358269474
Hsp90ab1	0.863103346247	-1.8415497513	0.628683436609	-1.18758434066	-1.32125974626	0.528001921505	-0.528640533666	0.856305716833	-0.424411848762	1.43171038433	-0.233499572701	1.49122835701	-0.701613330491	0.899416256522	-0.459890295204
H2-K1	1.04205287787	-0.721374998231	0.647070020753	-0.153079872813	-1.39469495397	1.14618553675	-0.936680515838	1.50598968126	-0.10165038031	0.919163742879	-1.09905406816	0.62653656207	-0.809889427887	0.931776783883	-1.60235098826
Pdia4	1.1210408066	-0.695271891149	1.09657462966	-0.865263447632	-1.07893870558	1.10105589576	-0.911799162472	1.1296913137	-0.808653904749	0.991308372483	-0.951484568781	1.04124319011	-0.931967907155	0.954031725201	-1.191566346
Rplp1	0.939531400204	-1.17117455968	1.03321060614	-0.732471170291	-0.965970534289	0.988554673235	-0.987752303791	1.05418071973	-0.919135700552	1.03085742418	-0.65393559411	1.47270605104	-0.546235702229	0.776404062925	-1.31876937252
Flna	-0.736010811631	1.26840446141	-0.576658317806	0.91386358221	1.24204404201	-0.592274334985	1.2745530009	-0.714028343691	1.15604161055	-1.43296266013	-0.0382488553536	-1.76214090972	-0.223581502267	-0.625416882313	0.846415920833
Shisa5	-0.610188508165	1.23747276474	-1.01679860044	0.829002979786	1.15167578188	-0.550354481585	1.02798222149	-0.69135667412	1.21330085068	-1.00989947173	0.891259209917	-1.75805997068	0.418584120742	-1.27957600093	0.146955778421
Zfp36	-0.439577035637	0.763088664055	-0.189797659451	1.1126646445	0.303652486852	0.483696188819	1.56362693033	-0.612817085182	0.347699654934	-1.6909981336	-0.840846583874	-1.85845855933	-0.87529793316	0.849582319016	1.08378210174
Rpl8	1.36992854684	-1.05564657108	1.24959595117	-0.329397833119	-1.14914014776	0.912578372142	-0.760157180665	0.90784243638	-0.669613743132	0.504909623691	-0.613526629211	1.45959039975	-0.206467981	0.24279727941	-1.86329252342
Sell	-1.06423795578	1.11262150501	-1.16676021851	0.764781099345	0.913425084257	-1.21568045912	0.807157378009	-1.1584348544	0.952695197976	-0.838322417315	0.952605857247	-0.827330618867	1.11135191129	-1.14172422344	0.797852714298
Mir6236	-0.814087402149	-1.10839743293	-0.362259698976	-0.129056198099	-0.951724215959	1.75557422685	-1.23127746861	1.09041813064	-0.80885486408	1.7241948722	0.555291496142	1.23516966	-0.0351295211884	-0.0225751849396	-0.897286398904
Eef1b2	1.17407155552	-1.00344153281	0.904356735343	-0.705579953925	-1.11987263302	0.657711996635	-1.12523390997	1.03104533385	-0.958395398087	1.11982131977	-0.568354998566	1.54305677239	-0.38142711645	0.740771301239	-1.30852947193
Cybb	0.828324707786	-0.78714744594	1.09675168529	-0.723521383242	-0.909670312357	1.20206849757	-0.984976366298	1.29252155452	-0.723228566141	1.12111259024	-0.983006404402	0.78192760135	-0.962948394473	1.04613796129	-1.29434572519
Pabpc1	1.28666782002	-0.903972086578	1.37124161906	-0.616760404236	-0.801214226418	0.938206447927	-0.999429825971	1.12259717276	-0.522754587902	0.418449682738	-1.31764916057	0.679504973161	-1.3113048264	1.30393980729	-0.647522404884
S1pr1	1.10435901285	-0.544893003308	0.758077159368	-1.2531483012	-0.87818768316	1.09762057342	-0.795255880245	0.803804751174	-1.43010247023	1.46236212624	-0.170443160035	1.27772907905	-0.502551880978	0.416830888476	-1.34620121142
Ets1	-0.945469543015	1.18254097995	-0.819780075204	0.617200851157	1.33408436215	-0.834097769198	0.637797921723	-0.739336134986	1.38326197143	-1.33141261629	0.480105261378	-1.62323685714	0.348204351973	-0.712396796093	1.02253409216
H2-Ob	-0.969140729887	0.955136987134	-1.03188961878	0.91411673682	1.17441949218	-1.06090677181	0.945116198077	-1.06302713907	0.893255620029	-1.08598802574	0.784430119151	-1.15826272283	0.958602356939	-1.08558158103	0.829719078816
Lbh	-0.754384710368	1.18508525933	-0.872820309269	0.976154148531	1.12101533371	-1.08811444719	1.01651062172	-1.24319231455	0.736117757151	-1.1309114213	0.818210920859	-1.27012908726	0.586557975485	-0.999609599204	0.919509872354
Laptm5	-0.649527104042	1.18240161402	-0.933764416996	0.886945149548	1.17513183556	-0.397623368578	1.02548564734	-0.802008380108	1.01903938188	-1.59544279998	0.343216523805	-1.8353357774	0.405406662897	-0.632235380893	0.808310412938
Tsc22d3	-1.22168571817	0.537499248526	-0.156072414021	1.36946233689	0.632869012857	-1.09133999825	0.576695164058	-1.21841839027	0.690202968484	-1.42691427679	0.185287269992	-1.33716526335	0.451224033626	0.181083513713	1.8272725127
Lars2	-0.647472792458	-0.897174602758	-0.0649402544944	-0.0444034106059	-1.08194275636	1.66971165742	-1.46522479205	0.911384460196	-0.858641695898	1.74400959064	0.512975148466	1.31603990067	0.00466070131133	-0.0721100709312	-1.02687108316
Rps11	1.2869894251	-0.820502467085	1.12752262541	-0.520754716442	-1.10608853754	0.960997809688	-1.08147651502	1.07015636967	-0.659937764414	0.703098249591	-1.10377665769	1.25944486622	-0.356963920038	0.742370717366	-1.5010794848
Klf2	-0.973758096275	0.785210340024	-1.12391581673	0.625902806077	0.783244648007	-0.778564905331	1.01191101254	-1.51850865442	0.73661071139	-1.28240783121	0.896537931527	-1.32222563362	0.718070633823	0.0366760588705	1.40521679531
Tmem123	0.677894404421	-0.832892863024	1.05369850836	-0.838934346343	-0.798450698988	1.06211669758	-0.687256995021	1.32347818184	-1.01844089924	0.983252112308	-0.995767723882	1.16356420315	-0.802003450678	1.08131944957	-1.37157658004
Hvcn1	-1.03172565972	0.772625983493	-1.09306120085	0.705466768179	1.20251614634	-1.19832377061	0.87757345459	-1.26193420973	0.835262573955	-0.679209283647	1.21533844615	-0.981420442674	1.10164687559	-1.09279629718	0.628040616119
Cd79a	-1.90288742318	-0.14971770948	-1.0313180468	0.652155373763	1.60125090706	-0.42548324514	0.955904819424	-1.05185840488	0.482340285842	-0.659047754285	1.22800268424	-0.723084464983	1.07033090439	-0.816372974773	0.769785048807
Cd79b	0.386599690698	0.25029807115	-0.0312097106354	-0.242621794095	0.0566229304567	-0.118012570408	-0.74140153824	0.421570452725	-0.28763926775	1.16579817691	0.978698653112	1.19509713225	1.00800363491	-1.32396912792	-2.71783473316
Rpl32	0.963363312382	-1.15248666218	1.2617307619	-0.465138513219	-0.822828105679	0.785127998829	-1.1075984645	0.927347127101	-0.970377136889	0.892388197211	-0.76561310132	1.55117925508	-0.543197490089	0.81309604532	-1.36699322395
Fos	-0.347206140776	0.221268340718	0.297563354347	0.995172008642	0.0565682321457	0.678336507113	1.23979961943	-0.256789247627	0.127969973375	-1.63706838083	-1.29249312499	-1.5299417895	-1.19864948193	1.17860577376	1.46686435613
Sorl1	-0.663682238884	1.231806258	-0.791439194239	0.655062567514	1.46228904619	-0.626931367243	0.989241045658	-0.878129594028	0.999856061143	-1.29850792469	0.261417613466	-1.87655270798	-0.0234057988737	-0.51840140683	1.07737764079
Cxcr4	-0.606986504363	1.15875923752	-0.43359855722	1.32519678822	0.087504724158	-1.48347791242	0.728757407252	-1.29596394023	0.683856224494	-1.23494351889	0.0411156492179	-1.18814787503	0.363010145404	0.0143739695815	1.84054416231
Myh9	-2.0053220408	-0.759500100612	-1.41209842857	-0.668489781304	0.214179130619	-1.07184930159	0.557233366194	-0.152470435394	0.169900036968	0.675819034853	1.40113183347	0.282188168014	1.1309939372	0.0182305508494	1.62005403011
Tmsb4x	1.15321279006	-0.476735182147	-0.207830199499	-0.469331867711	0.0909069860482	-0.417093759988	-1.04849611371	-0.559915455187	-1.54005901319	1.58773832934	0.787873116157	2.05975442361	0.552384070109	-0.320639540835	-1.19176858306
Ddx5	-0.551048657305	0.253493160836	-0.409187264615	0.732245931877	0.386083992249	-0.032496079732	1.19747879321	-1.13924865679	-0.306948776111	-0.971547333417	-0.143937172318	-1.46540307983	-0.830836017767	0.700903960608	2.5804471991
Ly6d	1.15507644081	-0.835335244182	0.524418513442	-0.980204878153	-0.734597353142	1.36587313377	-0.232845684303	0.876044923244	-1.27084704704	1.12254511714	-0.437139071632	1.27749071392	-0.85940520875	0.653975808937	-1.62505016406
Ly6e	-0.196525208869	0.929224821825	-1.262800343	0.420356236141	1.82168582853	-0.0177506896235	0.88379705993	-0.365603839925	0.830922669216	-2.07866765451	0.428455557076	-1.65096562347	0.297979201376	-0.223509113275	0.183401098575
Rps14	1.31185626572	-0.979406021699	0.618891181206	-0.656336938358	-0.83016340484	0.321273908579	-1.00921297955	0.677079748408	-1.1712097837	1.3382308813	-0.112290727362	1.80463041254	0.0692472526511	0.268962789366	-1.65155258427
Zfp36l2	-0.926832784161	0.821097650961	-0.286315790321	1.40644773906	0.437404262129	-0.983044300371	0.869229709485	-1.06606780497	0.540206033921	-1.51297607323	0.0507247123579	-1.55490361354	0.156186473456	0.239419923851	1.80942386137
Samhd1	-0.812743320857	1.09532812593	-0.92670631297	0.972334837287	1.09422090106	-0.763678007393	1.04996447356	-1.11298264153	1.02471451934	-1.13447340173	0.693624514551	-1.48547144431	0.524716185357	-1.08146361983	0.862615191526
Serp1	-0.971711352698	0.848314516896	-0.989686670595	0.906363085701	0.905173001692	-1.41202173194	0.82356951922	-1.24675164892	0.654804304507	-0.290216920639	1.3070864026	-0.483315655175	1.33696439228	-1.49514876759	0.106577524661
B2m	1.40149001853	-1.18271901757	0.848245777063	0.0786784042814	-0.680059347992	0.807056781141	-1.00003143814	1.06393535172	-0.581945081677	0.836632244127	-1.00167814538	1.01824604712	-1.10194740578	1.02070254377	-1.52660673121
Lcp1	-1.44297428766	-0.137801562612	-1.33198662203	0.232841894295	0.666281553133	-1.56143607026	0.754387576288	-0.727890926695	0.536721232541	0.928120389942	1.87319706391	0.0489400879912	1.28820467687	-0.82278514045	-0.30381986527
Stk17b	-0.909534845185	0.760461310423	-0.543790211113	1.15719458373	0.647569089502	-1.34134010415	0.553790009839	-1.65285396081	0.359928840157	-0.916924137598	0.767545358756	-0.911358793281	0.76381852947	-0.577280355878	1.84277468613
Ncl	0.531127912532	-1.17115164895	0.381865962052	-1.01420780895	-1.1986188472	0.0799472092299	-1.43685212749	0.0911270355723	-0.854093255685	1.71463292417	0.439828603809	1.9688802837	0.576832414184	0.482858089	-0.59217674598
Chst3	-1.20466283192	0.815938156801	-0.727679078629	1.0169092611	1.18009464101	-0.804115057786	1.0265983411	-1.33881024831	0.696383156349	-0.88231549148	0.723667319885	-1.40588828846	0.426777132851	-0.851005968744	1.32810895623
Scd1	-0.763181268183	0.795789170485	0.38290837728	1.0800529769	1.74418754681	0.173467605285	0.620273228243	-0.747169717007	0.501431603868	-1.57385489761	0.104237244123	-1.9894200047	0.0790482090849	-1.11749352319	0.709723448612
Mzb1	1.02893046852	-0.896946357558	1.00815925432	-0.687340133963	-0.924807098793	1.08904382245	-1.08855723471	1.09770279739	-0.851731664016	1.02664173121	-0.979580569599	1.16407872874	-0.850960960094	1.0257252082	-1.1603579921
Btg1	-0.424695499528	0.764138492151	-0.385145597536	0.741797940158	0.704777444694	-0.00971039840917	1.27240776666	-0.85063358561	0.102171854067	-1.32452534854	-0.54401792716	-1.7182616153	-0.8445819311	0.308037074891	2.20824133055
Sbk1	-1.05433240873	0.78944265238	-0.965984638181	0.842559068553	0.991809880101	-0.690127731757	1.10161236935	-1.28062725857	0.774641614072	-1.14860518719	0.897726570321	-1.25855944882	0.850189152163	-0.989121802081	1.13937716839
Blk	1.03339766799	-0.876408611912	0.554125090633	-0.993796895381	-0.736279732129	0.821633441069	-1.30879155814	1.44843684937	-0.714710130738	1.26594268519	-0.747937153463	1.04515657441	-0.915593576259	1.11833178385	-0.993506434486
Add3	-1.13561352156	0.994807622134	-0.969335745457	0.849169961324	0.972815986852	-1.27950941825	0.63975730158	-1.11497136559	1.09519060582	-0.839881908295	1.08848932264	-0.925872390609	1.03561385565	-1.13278977314	0.722129466903
Ptprc	-2.04894074373	-0.0970848749558	-1.12547095873	0.333691601406	1.33191228395	-1.4512373163	0.183075060484	-0.553265615742	0.840735919224	0.747930565991	1.22707227323	-0.540643414477	0.7398603656	-0.659273395796	1.07163824984
Lsp1	-1.24850971742	0.410552367753	-1.3269090778	0.573461888451	0.926902949733	-1.23274205992	0.828083462584	-1.26290814597	0.677557599349	-0.390958587401	1.36444671541	-0.530803828598	1.29099288175	-1.0639039708	0.984737522875
Ptprj	0.626344608935	-0.557779775965	1.14449986814	-1.00499177542	-0.40921021315	1.44171171356	-0.575446123402	1.26286677543	-0.752152944529	0.598911994905	-1.27108824227	0.342083253955	-1.60779674345	1.44691422602	-0.684866622757
Ltb	-1.29043717706	0.932378614255	-1.17031221205	1.06419482723	0.517616227123	-0.980869764928	1.15740796653	-1.15256979312	0.931880735	-0.785353544959	1.11086800702	-0.739740644294	1.13937240541	-1.15174479595	0.41730914979
Zfp36l1	-0.370569922119	0.918994644079	-0.209842745383	0.283264685802	-0.248629064697	0.0404070661253	0.89052534757	-0.948959333454	-0.201971899116	-1.14638940402	-0.687031162377	-1.3380661276	-0.580781813081	0.876073598037	2.72297613023
Btla	-1.15447237978	0.263121947555	-0.837499941394	0.256341087666	0.998184722076	-1.90547085918	-0.167173458623	-0.755600915504	1.04788276279	-0.0894943376541	1.46184881803	0.085687536386	1.78040793991	-1.08374833756	0.0999854152914
Iqgap1	-1.27541992642	0.941580402628	-0.767402926574	0.543730470375	1.38909080317	-0.46987725077	1.21895875202	-0.453852811548	1.04985611893	-0.931982057655	0.104206971939	-2.05822538736	-0.232477066861	-0.251757562426	1.19357147056
Rps15	1.06562041378	-1.22414562445	1.00556845734	-0.59369317051	-0.985069873862	0.49458154904	-1.03404592685	0.81540547686	-1.02913263948	0.934072712426	-0.277673387532	1.86874327288	0.124848496413	0.381298326066	-1.54637808212
S1pr3	0.990270283138	-0.732955973692	0.99743245488	-0.8990477904	-1.18164886825	1.12035271245	-0.950903044108	1.06807719716	-0.922092569255	1.07674728822	-0.971554487698	1.06232531057	-0.876951719868	1.13641660524	-0.916467398391
Wdfy4	0.866055787513	0.18302543955	1.04518494434	-0.339519602344	0.294832586471	1.38872465616	-0.225867106531	1.04078466094	0.1909274239	-0.380432868004	-1.67289712656	-1.0372928118	-2.16593852724	1.03150318215	-0.219090638532
Cd36	1.012484991	-0.772027274029	0.973808432117	-0.934429388535	-1.03017118021	0.89834065043	-1.03623785856	1.01573404304	-0.944886032217	1.21626738687	-0.793780219883	1.26692707512	-0.810216854788	1.04564889874	-1.10746266911
Fam65b	-1.02725017511	1.01034154857	-1.03477807211	0.70249531847	1.04977441727	-1.29082258358	0.702811661173	-1.0623860325	1.15258564784	-0.724090981246	1.08423889819	-1.03599073742	0.926077373329	-1.20297773168	0.749971448793
St6gal1	-0.956714412878	0.932177874494	-1.07547435417	0.74574963097	1.24170830575	-1.28476780138	0.0331004241008	-0.979570524553	1.16843644182	-0.585828651699	1.22937507022	-0.992462425904	1.12964904301	-1.22075799425	0.615379374468
Cd180	0.648352259035	-0.818730479749	1.03174217196	-1.27841015998	-0.701268388171	1.31221299737	-1.08717798422	1.19616730059	-0.822526154998	0.901313578243	-0.755848037623	1.04848144241	-0.835265133525	1.20161308374	-1.04065649508
Marcks	0.948550862417	-0.911414588531	0.992021845195	-0.973694912391	-0.863400649753	1.09449728604	-0.969861961466	1.25734848983	-0.891739826335	1.01937440426	-0.80447408761	1.07076400682	-0.985566284969	1.07484396284	-1.05724854635
Ptpn6	-1.33231839542	0.185450892303	-1.44828747041	-0.0944039073517	0.933106122517	-0.237613210094	1.53474665179	-1.24006903829	-0.0037311770849	0.0564180512139	1.87362455313	-0.652087419361	1.33208392392	-0.717219489794	-0.18970008707
Cd55	-1.05946301444	0.87249093787	-1.18301554274	0.798181484176	0.864048941075	-1.25220713857	0.909739107262	-1.17714746374	0.891395776588	-0.791708856456	0.977320550816	-0.87384926138	1.14130756288	-1.08377282411	0.966679740776
Jun	-0.539681486569	-0.110219370072	0.161403384332	0.604057339046	-0.282117922204	0.789494519629	1.27021965172	-0.212971108994	-0.0164027761757	-1.56984106415	-1.01975538131	-1.44729296958	-0.931250839191	1.55703335446	1.74732466905
Unc93b1	-0.0399569534402	-1.67202356873	0.617595128514	-0.871529717278	-0.0439350531407	1.17238850399	-0.615710908558	1.09810753721	-1.05874032477	1.61523351998	-0.30275171258	0.882573499448	-0.989022038944	1.22194987565	-1.01417778735
Serinc3	-0.38970944392	0.788149346407	0.474249514429	1.5332380225	2.48706897776	-0.61446529894	0.218986017941	-1.16381367486	-0.141182334715	-1.07139760064	0.282658163756	-1.22674240355	0.167550117134	-0.64918987579	-0.695399527509
Ctsz	1.07815031995	-1.00013496762	0.880997787976	-0.785684642877	-1.15844645417	1.43509619821	-0.425855838738	1.12482370037	-1.08980819435	0.809406037955	-1.00276633564	0.852859693064	-0.885201134447	1.13746425664	-0.970900426315
Vim	-0.933656279978	0.931364105376	-0.933170675175	0.933032031581	0.962003789254	-1.21023371644	0.996804549784	-1.26721781689	0.954568755125	-1.2457178012	0.892372152911	-0.879489713512	0.924226890882	-0.966620974569	0.841734702853
Scd2	0.970410482203	-0.927695036664	1.24056602993	-0.865110631914	-0.704266430259	1.30462917615	-0.739310938834	1.17313865237	-0.832702023672	0.881188821088	-1.01078250969	0.679543503935	-1.25189057606	1.10542906891	-1.0231475875
Mef2c	-1.10165156623	0.852738272147	-1.00378100909	0.826496688644	1.37857439528	-1.39709567829	0.370767799443	-1.05105005459	0.921577397183	-0.593758911123	1.21565126375	-0.892484170389	1.10066372555	-1.1469949873	0.520346835004
Rps21	0.932861161538	-1.11013587861	0.911058487432	-0.64441938968	-0.917354203336	0.72320202276	-1.12615621729	0.70097335779	-1.03906496885	1.15688596033	-0.393881804247	1.87373761179	-0.120486865391	0.521555470563	-1.4687747448
Irf8	-0.33620019973	1.08932813099	-0.623174684214	1.2989046185	0.836009889835	-0.163942696639	1.50626959317	-1.12765393105	0.572211940405	-1.30079951923	0.366760436317	-1.85526600976	0.123044298001	-1.10738235481	0.721890488199
Ier5	-1.178153252	0.221717459121	-1.1276128759	0.397588673264	-0.040065272996	-0.486194579375	1.73384278597	-1.04967282791	0.0726717650197	-0.907842589257	0.42744390906	-0.906285594529	0.315349660298	0.110171123183	2.41704161605
Gns	0.717041094643	-0.767586660405	1.02240415438	-0.83951636181	-0.730268291691	1.60509549153	-0.726750348498	1.26867814117	-0.806953857134	0.98777198127	-1.03481580677	0.6359234671	-1.1704398237	1.01841171768	-1.17899489776
Ly6a	1.31682494565	-0.158933821608	0.891708515619	-0.640035232375	-0.834581329535	1.07651923171	-0.981614872891	1.15544889869	-0.69632431021	0.885925524337	-0.949673293766	0.966662820528	-1.12371288951	0.791017045819	-1.69923123246
Grn	1.24249533533	-0.736341632071	1.11469280662	-0.844737502003	-0.890781773519	1.1292156862	-0.920766008403	1.09097790804	-0.794478883286	0.923794498558	-0.950695620969	0.926764501876	-1.09774069944	0.994756908756	-1.18715552568
Snn	-2.01656497438	-0.588970924872	-1.14044216977	-0.40546756001	1.51433091515	0.0397019660294	1.11706851972	-0.973105614096	-0.0913620524975	0.0630823846894	1.59585299456	-0.484766358001	1.11119605153	-0.403910865805	0.663357687761
Ctsb	0.987306399358	-0.77801552844	1.03146401779	-0.964932776376	-0.932315345344	1.2047266388	-0.856062981491	1.23642182567	-0.799059795553	0.983363412928	-0.962393410535	0.906545109618	-0.989514052746	1.08601000042	-1.1535435141
Rps2	1.4165702398	-0.775987874501	1.00620881228	-0.561392615456	-1.57354626885	0.705309440253	-1.18444134851	0.936232849778	-0.571317710587	0.931526137024	-0.504007255247	1.25233832393	-0.00336908675755	0.515841211835	-1.58996485498
Hspa5	1.42104406997	-0.449225767651	0.687956822671	-0.708483363181	-1.65633503189	1.31989500106	-0.499660429531	0.861892766898	-0.600028889646	0.962272393116	-1.04586908985	1.04175455764	-0.841557615062	0.760729695513	-1.25438512006
Rap1b	-0.877857563907	0.988475024318	-1.10329201563	0.828557256533	1.14925547249	-1.15340684108	1.03917991354	-1.21148265553	0.785198517075	-0.963778737678	0.969705530461	-1.05690306533	1.0314148625	-1.04705849594	0.621992798176
Notch2	-0.272065807362	0.275614202426	0.798233795518	-0.0444635975791	0.56657783122	0.915443425131	0.358343161934	0.657923297931	0.468042562238	-1.17804843469	-1.38421006795	-1.87576146664	-1.6375355362	1.14507268781	1.20683394622
Arhgdib	-0.956155731234	0.281263746037	-1.34140281822	0.402135986508	0.38968540788	-1.21492593673	0.552827602673	-1.16271027945	0.379018926397	0.0231153562446	1.88081345103	0.420359944135	1.76262231344	-1.33742421859	-0.0792237501355
Prpf8	0.311330352882	0.593051647525	0.671459846774	0.288834525511	0.917607995526	0.752467470139	0.50947816577	0.547263453233	0.598084472861	-1.15507531932	-1.53562990188	-1.59930343615	-2.12043366884	0.927034348206	0.293830047761
Fam43a	-0.637657880541	0.204804081993	-0.588636529013	0.54290442723	-0.688842042925	-0.151573079453	0.961719931297	-1.01525138072	-0.364578233542	-0.943221677659	-0.354848062619	-0.942029509828	-0.161073668745	1.42395594276	2.71432768176
Rasa3	-0.843404644106	1.09191986108	-1.0343820733	0.955208910722	1.09437925528	-1.03679512495	0.799531214402	-1.19492839768	1.0510866222	-1.07769987475	0.844223066079	-1.16565903568	0.789957988509	-1.07883982956	0.805402061763
